Object,ManualScoreMcam,ConfidenceMcam,Segmentation,WrongObject
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_11,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_12,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_13,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_14,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_15,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_16,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_17,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_18,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_19,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_2,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_20,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_21,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_22,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_23,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_24,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_25,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_26,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_27,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_29,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_3,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_30,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_31,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_32,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_33,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_35,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_36,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_37,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_39,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_4,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_5,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_6,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_7,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_004.nd2_9,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_1,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_10,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_11,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_12,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_13,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_14,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_15,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_16,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_17,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_18,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_19,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_2,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_20,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_21,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_22,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_23,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_24,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_25,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_26,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_27,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_28,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_29,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_3,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_30,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_31,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_32,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_33,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_34,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_35,BothEnds,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_36,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_37,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_39,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_4,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_40,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_41,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_42,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_5,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_6,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_7,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_8,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov1_005.nd2_9,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_1,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_11,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_12,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_13,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_14,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_15,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_16,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_17,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_18,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_19,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_20,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_2,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_22,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_23,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_24,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_25,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_26,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_28,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_29,BothEnds,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_30,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_3,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_31,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_32,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_4,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_5,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_6,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_7,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_9,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_001.nd2_10,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_1,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_10,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_11,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_12,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_13,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_14,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_15,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_16,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_17,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_19,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_2,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_20,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_21,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_22,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_23,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_24,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_25,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_3,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_4,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_5,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_6,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_7,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_8,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_002.nd2_9,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_1,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_10,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_11,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_12,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_13,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_14,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_15,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_16,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_17,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_18,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_19,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_2,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_20,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_21,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_22,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_23,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_24,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_25,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_26,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_27,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_28,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_29,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_3,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_30,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_31,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_4,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_5,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_8,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_003.nd2_9,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_1,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_10,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_11,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_12,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_13,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_14,BothEnds,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_15,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_16,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_17,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_18,BothEnds,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_19,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_2,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_21,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_22,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_23,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_24,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_25,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_26,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_27,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_28,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_29,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_3,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_30,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_31,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_32,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_33,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_34,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_35,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_36,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_4,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_5,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_6,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_7,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_8,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_004.nd2_9,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_1,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_10,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_11,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_12,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_13,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_16,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_18,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_19,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_2,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_20,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_22,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_23,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_24,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_25,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_3,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_5,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_6,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_7,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_8,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_005.nd2_9,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_1,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_10,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_11,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_12,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_13,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_14,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_15,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_16,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_17,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_18,None,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_19,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_2,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_20,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_21,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_22,OneEnd,2,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_23,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_24,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_25,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_26,OneEnd,3,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_27,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_3,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_4,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_6,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_7,None,1,NA,
ROCKi_Actin_Myosin_Rep2_Cov2_006.nd2_8,OneEnd,2,NA,
Rep1_Rocki_Ezr_Cov2_003.nd2_6,None,1,NA,NA
Rep1_ROCKi_MSN_Cov1_004.nd2_4,None,1,NA,NA
Rep2_Cnt_Ezr_Cov2_003.nd2_12,OneEnd,3,NA,NA
Rep1_Rocki_Ezr_Cov2_003.nd2_15,None,1,NA,NA
Rep3_Cntr_RDX_Cov1_003.nd2_32,None,1,NA,NA
Rep2_ROCKi_MSN_Cov2_002.nd2_33,None,1,NA,NA
Rep2_ROCKi_RDX_Cov1_005.nd2_31,OneEnd,3,NA,NA
Rep1_Cntr_RDX_Cov1_001.nd2_9,OneEnd,2,NA,NA
Rep1_Cntr_Ezr_008.nd2_2,None,1,NA,NA
Rep3_Cntr_EZR_Cov2_004.nd2_39,None,1,NA,NA
Rep2_Cnt_MSN_Cov1_007.nd2_33,OneEnd,3,NA,NA
Rep1_Cntr_MSN_Cov1_005.nd2_29,None,1,NA,NA
Rep3_Cntr_MSN_Cov2_002.nd2_2,None,1,NA,NA
Rep2_ROCKi_MSN_Cov2_003.nd2_12,OneEnd,2,NA,NA
Rep1_Rocki_Ezr_Cov1_007.nd2_14,OneEnd,3,NA,NA
Rep2_ROCKi_MSN_Cov2_001.nd2_29,OneEnd,3,NA,NA
Rep2_ROCKi_Ezr_Cov2_001.nd2_14,None,1,NA,NA
Rep3_Cntr_EZR_Cov2_003.nd2_28,None,2,NA,NA
Rep2_ROCKi_Ezr_Cov1_002.nd2_19,None,2,NA,NA
Rep3_ROCKi_MSN_Cov1_003.nd2_40,None,1,NA,NA
Rep1_Cntr_Ezr_Cov2_006.nd2_13,None,1,NA,NA
Rep2_ROCKi_MSN_Cov2_002.nd2_6,OneEnd,2,NA,NA
Rep2_ROCKi_MSN_Cov1_007.nd2_29,OneEnd,2,NA,NA
Rep3_Cntr_MSN_Cov2_001.nd2_20,OneEnd,2,NA,NA
Rep1_ROCKi_RDX_Cov1_004.nd2_31,OneEnd,3,NA,NA
Rep3_ROCKi_MSN_Cov1_004.nd2_31,None,1,NA,NA
Rep3_Cntr_EZR_Cov2_002.nd2_1,None,1,NA,NA
Rep1_Cntr_MSN_Cov2_002.nd2_5,BothEnds,3,NA,NA
Rep1_Cntr_MSN_Cov1_007.nd2_28,OneEnd,2,NA,NA
Rep2_ROCKi_MSN_Cov2_005.nd2_20,OneEnd,3,NA,NA
Rep1_ROCKi_MSN_Cov2_005.nd2_18,OneEnd,2,NA,NA
Rep3_Cntr_MSN_Cov2_002.nd2_3,None,2,NA,NA
Rep2_ROCKi_RDX_Cov2_002.nd2_25,None,1,NA,NA
Rep1_Cntr_Ezr_007.nd2_41,BothEnds,3,NA,NA
Rep3_Cntr_MSN_Cov2_001.nd2_32,OneEnd,3,NA,NA
Rep3_Cntr_MSN_Cov2_003.nd2_5,None,1,NA,NA
Rep1_ROCKi_MSN_Cov1_001.nd2_21,OneEnd,3,NA,NA
Rep1_Rocki_Ezr_Cov2_003.nd2_4,None,1,NA,NA
Rep1_Cntr_MSN_Cov2_004.nd2_29,OneEnd,3,NA,NA
Rep3_Cntr_EZR_Cov2_004.nd2_7,None,1,NA,NA
Rep1_Cntr_Ezr_002.nd2_12,None,1,NA,NA
Rep1_Cntr_RDX_Cov2_001.nd2_17,OneEnd,3,NA,NA
Rep2_Cnt_MSN_Cov1_001.nd2_31,OneEnd,3,NA,NA
Rep2_Cnt_Ezr_Cov2_006.nd2_33,OneEnd,3,NA,NA
Rep2_Cnt_Ezr_Cov2_006.nd2_4,OneEnd,3,NA,NA
Rep2_ROCKi_Ezr_Cov2_006.nd2_32,None,1,NA,NA
Rep1_Cntr_RDX_Cov1_007.nd2_33,None,1,NA,NA
Rep1_Cntr_MSN_Cov1_006.nd2_14,None,1,NA,NA
Rep1_ROCKi_MSN_Cov2_005.nd2_2,None,1,NA,NA
Rep2_ROCKi_RDX_Cov2_003.nd2_32,None,2,NA,NA
Rep2_Cntr_MSN_Cov2_001.nd2_37,None,1,NA,NA
Rep2_Cntr_RDX_Cov2_001.nd2_10,None,2,NA,NA
Rep2_Cntr_RDX_Cov2_003.nd2_31,OneEnd,2,NA,NA
Rep2_ROCKi_Ezr_Cov1_007.nd2_28,OneEnd,2,NA,NA
Rep2_Cntr_RDX_Cov1_001.nd2_40,None,1,NA,NA
Rep2_ROCKi_Ezr_Cov2_007.nd2_16,None,1,NA,NA
Rep3_ROCKi_RDX_Cov1_005.nd2_13,None,1,NA,NA
Rep1_Cntr_Ezr_002.nd2_39,None,1,NA,NA
Rep1_Rocki_Ezr_Cov1_002.nd2_1,OneEnd,3,NA,NA
Rep2_Cnt_MSN_Cov1_003.nd2_2,OneEnd,3,NA,NA
Rep3_ROCKi_EZR_Cov2_005.nd2_4,None,1,NA,NA
Rep2_ROCKi_MSN_Cov2_006.nd2_19,None,1,NA,NA
Rep3_ROCKi_RDX_Cov2_006.nd2_31,None,1,NA,NA
Rep2_Cntr_MSN_Cov2_001.nd2_45,OneEnd,3,NA,NA
Rep3_Cntr_EZR_Cov1_005.nd2_30,OneEnd,2,NA,NA
Rep1_Rocki_Ezr_Cov1_005.nd2_9,None,1,NA,NA
Rep2_Cntr_MSN_Cov2_005.nd2_29,None,1,NA,NA
Rep1_ROCKi_MSN_Cov1_003.nd2_17,OneEnd,3,NA,NA
Rep2_Cnt_Ezr_Cov1_003.nd2_37,BothEnds,3,NA,NA
Rep2_Cntr_RDX_Cov1_001.nd2_30,None,2,NA,NA
Rep3_Cntr_EZR_Cov2_003.nd2_36,OneEnd,3,NA,NA
Rep3_Cntr_MSN_Cov2_004.nd2_3,None,1,NA,NA
Rep1_Rocki_Ezr_Cov1_008.nd2_16,OneEnd,2,NA,NA
Rep1_Cntr_RDX_Cov1_003.nd2_39,None,1,NA,NA
Rep3_Cntr_RDX_Cov1_002.nd2_13,None,2,NA,NA
Rep2_Cnt_Ezr_Cov2_002.nd2_24,OneEnd,2,NA,NA
Rep1_ROCKi_RDX_Cov1_006.nd2_10,OneEnd,3,NA,NA
Rep2_ROCKi_MSN_Cov1_003.nd2_41,None,1,NA,NA
Rep3_Cntr_MSN_Cov1_001.nd2_24,None,1,NA,NA
Rep1_ROCKi_RDX_Cov1_008.nd2_7,None,1,NA,NA
Rep2_Cnt_Ezr_Cov2_007.nd2_31,OneEnd,3,NA,NA
Rep2_ROCKi_Ezr_Cov2_003.nd2_2,None,1,NA,NA
Rep2_Cntr_MSN_Cov2_004.nd2_21,None,1,NA,NA
Rep3_ROCKi_EZR_Cov1_002.nd2_39,None,1,NA,NA
Rep3_ROCKi_RDX_Cov2_001.nd2_15,None,1,NA,NA
Rep2_ROCKi_Ezr_Cov1_002.nd2_23,OneEnd,2,NA,NA
Rep2_Cntr_RDX_Cov1_005.nd2_55,OneEnd,3,NA,NA
Rep2_Cntr_RDX_Cov2_004.nd2_43,BothEnds,2,NA,NA
Rep1_Rocki_Ezr_Cov1_004.nd2_10,None,1,NA,NA
Rep2_Cnt_Ezr_Cov2_002.nd2_37,None,1,NA,NA
Rep3_ROCKi_EZR_Cov1_002.nd2_19,None,1,NA,NA
Rep1_Cntr_MSN_Cov2_002.nd2_6,None,1,NA,NA
Rep2_Cntr_MSN_Cov2_006.nd2_43,None,1,NA,NA
Rep2_ROCKi_RDX_Cov1_005.nd2_6,OneEnd,3,NA,NA
Rep3_ROCKi_MSN_Cov1_005.nd2_5,None,1,NA,NA
Rep1_Cntr_RDX_Cov2_002.nd2_14,None,1,NA,NA
Rep1_Rocki_Ezr_Cov1_001.nd2_27,None,1,NA,NA
Rep1_Rocki_Ezr_Cov2_004.nd2_18,None,1,NA,NA
Rep1_ROCKi_MSN_Cov2_008.nd2_24,None,1,NA,NA
Rep1_ROCKi_RDX_Cov2_007.nd2_25,None,1,NA,NA
Rep1_Cntr_RDX_Cov2_006.nd2_4,BothEnds,3,NA,NA
Rep1_Cntr_MSN_Cov2_008.nd2_19,BothEnds,2,NA,NA
Rep1_Rocki_Ezr_Cov2_007.nd2_1,None,1,NA,NA
Rep3_ROCKi_RDX_Cov2_004.nd2_1,None,1,NA,NA
